query_id,timestamp,session_id,visitor_id,channel,language,visitor_type,visitor_origin,query_type,site_referenced,region_referenced,sentiment,response_time_seconds,resolved,is_emergency
QRY-004173,2026-07-05 09:09,SESS-001648,VIS-01649,text,Pidgin,domestic,South,booking_interest,L'Ovalie & La Fourchette,Littoral,neutral,4.4,True,False
QRY-004005,2026-07-05 09:25,SESS-001586,VIS-01587,text,English,domestic,South West,directions,Hilton Yaounde,Centre,neutral,4.7,True,False
QRY-000255,2026-07-05 09:50,SESS-000116,VIS-00117,text,French,foreign,China,directions,Mvog-Betsi Zoo & Botanical Garden,Centre,positive,2.0,True,False
QRY-002639,2026-07-05 09:57,SESS-001046,VIS-01047,text,French,domestic,West,transport_fare,Limbe Wildlife Centre,South West,positive,2.7,True,False
QRY-004590,2026-07-05 10:11,SESS-001813,VIS-01814,voice_note,English,domestic,West,pricing,Chez Carimo / Lobe Shacks,South,positive,3.6,True,False
QRY-001606,2026-07-05 10:19,SESS-000636,VIS-00637,text,French,foreign,Belgium,cultural_info,Plage de Kribi (Tara Plage),South,negative,3.8,True,False
QRY-002657,2026-07-05 10:40,SESS-001051,VIS-01052,text,Pidgin,foreign,China,booking_interest,Plage de Kribi (Tara Plage),South,positive,3.2,True,False
QRY-001882,2026-07-05 10:59,SESS-000750,VIS-00751,text,French,domestic,North West,opening_hours,Palais Royal de Foumban & Museum,West,positive,1.7,True,False
QRY-003740,2026-07-05 11:04,SESS-001487,VIS-01488,text,Pidgin,foreign,Belgium,cultural_info,Mvog-Betsi Zoo & Botanical Garden,Centre,negative,3.7,True,False
QRY-005378,2026-07-05 11:15,SESS-002136,VIS-02137,text,French,domestic,Littoral,pricing,Krystal Palace Douala,Littoral,neutral,2.9,True,False
QRY-000231,2026-07-05 11:15,SESS-000108,VIS-00109,voice_note,French,foreign,Nigeria,pricing,Rue des Artisans,West,positive,3.4,True,False
QRY-001301,2026-07-05 11:23,SESS-000511,VIS-00512,voice_note,French,domestic,East,directions,Down Beach & Batoke Beach,South West,neutral,3.9,True,False
QRY-004805,2026-07-05 11:25,SESS-001899,VIS-01900,voice_note,English,foreign,Chad,directions,Plage de Kribi (Tara Plage),South,positive,2.9,True,False
QRY-000765,2026-07-05 11:51,SESS-000305,VIS-00306,text,English,domestic,Far North,general_chat,,East,neutral,2.8,True,False
QRY-001132,2026-07-05 11:59,SESS-000447,VIS-00448,voice_note,English,foreign,Canada,opening_hours,Artisanal Village & Flower Market,Littoral,positive,3.5,True,False
QRY-005127,2026-07-05 12:12,SESS-002026,VIS-02027,voice_note,French,domestic,Far North,opening_hours,Mefou Primate Sanctuary,Centre,neutral,3.2,True,False
QRY-005505,2026-07-05 13:03,SESS-002190,VIS-02191,voice_note,French,foreign,Germany,booking_interest,Limbe Botanic Garden,South West,neutral,3.0,True,False
QRY-003538,2026-07-05 13:18,SESS-001407,VIS-01408,text,English,foreign,Gabon,emergency_sos,Mont Febe & Golf Club,Centre,negative,1.7,True,True
QRY-005300,2026-07-05 13:38,SESS-002106,VIS-02107,text,Pidgin,domestic,Centre,general_chat,,East,positive,3.1,True,False
QRY-001232,2026-07-05 13:59,SESS-000489,VIS-00490,text,Pidgin,domestic,Adamawa,opening_hours,Krystal Palace Douala,Littoral,positive,2.3,True,False
QRY-003166,2026-07-05 14:08,SESS-001265,VIS-01266,text,English,domestic,Centre,pricing,Mont Febe & Golf Club,Centre,positive,3.8,True,False
QRY-004008,2026-07-05 14:16,SESS-001586,VIS-01587,voice_note,French,domestic,South West,cultural_info,Bimbia Slave Trade Port,South West,positive,1.8,True,False
QRY-003159,2026-07-05 14:21,SESS-001263,VIS-01264,text,French,domestic,North West,general_chat,,Centre,neutral,3.9,True,False
QRY-000730,2026-07-05 14:26,SESS-000291,VIS-00292,text,English,foreign,Germany,directions,Down Beach Roasted Fish Sheds,South West,positive,3.7,True,False
QRY-002602,2026-07-05 15:05,SESS-001034,VIS-01035,text,French,domestic,South,pricing,Mont Febe & Golf Club,Centre,neutral,3.3,True,False
QRY-001843,2026-07-05 15:17,SESS-000735,VIS-00736,text,Pidgin,domestic,Adamawa,transport_fare,Monument de la Reunification,Centre,neutral,5.7,True,False
QRY-000790,2026-07-05 15:36,SESS-000311,VIS-00312,text,English,domestic,Littoral,pricing,Mont Febe & Golf Club,Centre,neutral,4.1,True,False
QRY-001771,2026-07-05 15:48,SESS-000708,VIS-00709,text,English,foreign,South Africa,cultural_info,Pullman Douala Rabingha,Littoral,neutral,4.0,True,False
QRY-003612,2026-07-05 15:54,SESS-001435,VIS-01436,voice_note,English,foreign,South Africa,transport_fare,Mount Cameroon (Upper Farms),South West,positive,1.6,True,False
QRY-005059,2026-07-05 15:57,SESS-002001,VIS-02002,text,French,foreign,Nigeria,transport_fare,Les Gites de Kribi,South,neutral,3.5,True,False
QRY-004491,2026-07-05 16:06,SESS-001766,VIS-01767,text,Pidgin,foreign,Germany,cultural_info,Limbe Wildlife Centre,South West,positive,3.1,True,False
QRY-005517,2026-07-05 16:09,SESS-002196,VIS-02197,voice_note,English,domestic,Adamawa,cultural_info,Musee National de Yaounde,Centre,negative,3.1,True,False
QRY-004007,2026-07-05 16:23,SESS-001586,VIS-01587,text,English,foreign,China,pricing,Limbe Wildlife Centre,South West,neutral,1.8,True,False
QRY-003547,2026-07-05 16:55,SESS-001411,VIS-01412,text,French,domestic,Littoral,directions,Musee National de Yaounde,Centre,neutral,2.1,True,False
QRY-004000,2026-07-05 16:57,SESS-001584,VIS-01585,text,English,foreign,Equatorial Guinea,cultural_info,Rue des Artisans,West,neutral,3.4,True,False
QRY-003654,2026-07-05 17:02,SESS-001450,VIS-01451,text,Pidgin,foreign,South Africa,booking_interest,Artisanal Village & Flower Market,Littoral,neutral,3.0,True,False
QRY-005436,2026-07-05 17:05,SESS-002162,VIS-02163,text,French,foreign,Chad,directions,Pullman Douala Rabingha,Littoral,positive,0.8,True,False
QRY-004701,2026-07-05 17:07,SESS-001861,VIS-01862,text,Pidgin,foreign,South Africa,transport_fare,Krystal Palace Douala,Littoral,neutral,2.2,True,False
QRY-005831,2026-07-05 17:14,SESS-002336,VIS-02337,text,French,foreign,Canada,booking_interest,Campo Ma'an National Park,South,neutral,2.9,True,False
QRY-003816,2026-07-05 17:49,SESS-001522,VIS-01523,text,English,domestic,West,booking_interest,L'Ovalie & La Fourchette,Littoral,neutral,4.7,True,False
QRY-005364,2026-07-05 17:55,SESS-002135,VIS-02136,text,French,domestic,Far North,pricing,Plage de Kribi (Tara Plage),South,positive,2.3,True,False
QRY-001095,2026-07-05 17:59,SESS-000431,VIS-00432,text,French,foreign,China,cultural_info,Palais des Rois Bell (Pagode),Littoral,neutral,2.9,True,False
QRY-002766,2026-07-05 18:07,SESS-001092,VIS-01093,text,French,domestic,North,cultural_info,Grand Batanga & Luma Museum,South,positive,4.7,True,False
QRY-005159,2026-07-05 18:34,SESS-002044,VIS-02045,text,French,domestic,East,booking_interest,Palais Royal de Foumban & Museum,West,neutral,3.9,True,False
QRY-006001,2026-07-05 18:57,SESS-002402,VIS-02403,voice_note,French,foreign,Equatorial Guinea,pricing,Limbe Wildlife Centre,South West,negative,3.8,True,False
QRY-003890,2026-07-05 19:17,SESS-001548,VIS-01549,text,French,foreign,Canada,general_chat,,Littoral,neutral,4.4,True,False
QRY-005165,2026-07-05 19:42,SESS-002047,VIS-02048,text,English,foreign,Gabon,pricing,Rue des Artisans,West,neutral,2.8,False,False
QRY-004788,2026-07-05 19:58,SESS-001891,VIS-01892,voice_note,French,domestic,Far North,booking_interest,Monument de la Reunification,Centre,positive,0.8,True,False
QRY-004733,2026-07-05 20:04,SESS-001870,VIS-01871,text,French,foreign,Belgium,opening_hours,Musee Maritime de Douala,Littoral,neutral,4.7,True,False
QRY-004464,2026-07-05 20:22,SESS-001755,VIS-01756,voice_note,Pidgin,domestic,North West,general_chat,,South,neutral,2.2,True,False
QRY-002661,2026-07-05 20:47,SESS-001052,VIS-01053,text,French,foreign,China,transport_fare,Musee Maritime de Douala,Littoral,neutral,3.9,True,False
QRY-001418,2026-07-05 21:13,SESS-000568,VIS-00569,text,Pidgin,domestic,Littoral,cultural_info,Palais Royal de Foumban & Museum,West,positive,2.8,True,False
QRY-001612,2026-07-05 21:14,SESS-000639,VIS-00640,text,English,domestic,Littoral,directions,Mount Cameroon (Upper Farms),South West,positive,2.4,True,False
QRY-003330,2026-07-05 21:21,SESS-001335,VIS-01336,text,English,domestic,Adamawa,general_chat,,Far North,positive,5.3,True,False
QRY-000894,2026-07-05 21:23,SESS-000354,VIS-00355,voice_note,French,foreign,China,directions,Bimbia Slave Trade Port,South West,positive,3.4,True,False
QRY-004035,2026-07-05 21:42,SESS-001594,VIS-01595,text,French,domestic,Centre,pricing,Mvog-Betsi Zoo & Botanical Garden,Centre,neutral,3.2,True,False
QRY-000871,2026-07-05 22:07,SESS-000342,VIS-00343,voice_note,English,domestic,South West,booking_interest,Limbe Botanic Garden,South West,neutral,3.8,True,False
QRY-001854,2026-07-05 22:41,SESS-000738,VIS-00739,text,French,domestic,East,booking_interest,Mount Cameroon (Upper Farms),South West,neutral,3.8,True,False
QRY-000865,2026-07-05 22:45,SESS-000340,VIS-00341,text,French,domestic,West,pricing,Campo Ma'an National Park,South,neutral,2.9,True,False
QRY-002205,2026-07-05 22:57,SESS-000876,VIS-00877,text,English,domestic,Centre,booking_interest,Chutes d'Ekom Nkam,Littoral,positive,3.2,True,False
QRY-001287,2026-07-06 06:12,SESS-000507,VIS-00508,text,English,domestic,North West,pricing,Chez Wou & La Salsa,Centre,neutral,3.8,True,False
QRY-005326,2026-07-06 06:13,SESS-002116,VIS-02117,text,English,domestic,Centre,general_chat,,Centre,positive,1.9,True,False
QRY-004795,2026-07-06 06:31,SESS-001894,VIS-01895,text,French,domestic,North West,directions,Monument de la Reunification,Centre,positive,5.2,True,False
QRY-003830,2026-07-06 06:57,SESS-001529,VIS-01530,voice_note,English,foreign,China,booking_interest,Mefou Primate Sanctuary,Centre,positive,4.2,True,False
QRY-003495,2026-07-06 07:23,SESS-001394,VIS-01395,text,Pidgin,domestic,South,general_chat,,Centre,neutral,4.6,True,False
QRY-005761,2026-07-06 07:25,SESS-002303,VIS-02304,text,Pidgin,domestic,Far North,transport_fare,Hilton Yaounde,Centre,positive,4.3,True,False
QRY-005188,2026-07-06 07:27,SESS-002056,VIS-02057,voice_note,Pidgin,domestic,South,directions,Limbe Botanic Garden,South West,negative,2.1,True,False
QRY-003701,2026-07-06 07:42,SESS-001472,VIS-01473,text,French,foreign,Belgium,cultural_info,FINI Hotel Bobende,South West,neutral,3.6,True,False
QRY-005416,2026-07-06 07:44,SESS-002153,VIS-02154,voice_note,French,foreign,Chad,emergency_sos,Hilton Yaounde,Centre,negative,3.6,True,True
QRY-003668,2026-07-06 07:54,SESS-001455,VIS-01456,text,French,foreign,Equatorial Guinea,opening_hours,Limbe Botanic Garden,South West,neutral,3.3,True,False
QRY-003724,2026-07-06 08:00,SESS-001480,VIS-01481,text,English,foreign,France,transport_fare,Chutes de la Lobe,South,positive,3.5,True,False
QRY-000893,2026-07-06 08:51,SESS-000353,VIS-00354,voice_note,English,foreign,Gabon,booking_interest,Down Beach Roasted Fish Sheds,South West,neutral,3.3,True,False
QRY-004877,2026-07-06 09:47,SESS-001929,VIS-01930,text,French,foreign,China,transport_fare,Musee Maritime de Douala,Littoral,neutral,2.9,True,False
QRY-002344,2026-07-06 10:35,SESS-000935,VIS-00936,voice_note,French,foreign,Nigeria,directions,Grand Batanga & Luma Museum,South,positive,2.9,True,False
QRY-001645,2026-07-06 10:44,SESS-000656,VIS-00657,text,French,foreign,South Africa,cultural_info,Mvog-Betsi Zoo & Botanical Garden,Centre,positive,3.6,True,False
QRY-004908,2026-07-06 11:40,SESS-001941,VIS-01942,voice_note,Pidgin,domestic,South West,pricing,Marche Sandaga & Deido Soya,Littoral,neutral,2.7,True,False
QRY-000106,2026-07-06 11:42,SESS-000049,VIS-00050,text,French,domestic,North West,opening_hours,Mount Cameroon (Upper Farms),South West,neutral,2.4,True,False
QRY-002474,2026-07-06 12:06,SESS-000989,VIS-00990,text,English,domestic,Littoral,emergency_sos,Palais des Rois Bell (Pagode),Littoral,negative,1.3,True,True
QRY-002106,2026-07-06 12:09,SESS-000837,VIS-00838,text,English,domestic,Far North,booking_interest,Hilton Yaounde,Centre,positive,2.3,True,False
QRY-002687,2026-07-06 12:20,SESS-001058,VIS-01059,text,French,foreign,South Africa,cultural_info,Krystal Palace Douala,Littoral,positive,4.2,True,False
QRY-002741,2026-07-06 12:29,SESS-001082,VIS-01083,text,English,domestic,Centre,opening_hours,Pullman Douala Rabingha,Littoral,positive,3.7,True,False
QRY-001572,2026-07-06 12:39,SESS-000623,VIS-00624,voice_note,French,domestic,West,pricing,Plage de Kribi (Tara Plage),South,neutral,4.7,True,False
QRY-001155,2026-07-06 12:43,SESS-000458,VIS-00459,text,French,domestic,Littoral,directions,Chez Carimo / Lobe Shacks,South,positive,1.6,True,False
QRY-005518,2026-07-06 12:47,SESS-002196,VIS-02197,text,French,domestic,North West,cultural_info,Chutes de la Lobe,South,positive,4.2,True,False
QRY-005157,2026-07-06 13:26,SESS-002043,VIS-02044,text,English,domestic,Far North,directions,Plage de Kribi (Tara Plage),South,neutral,3.9,True,False
QRY-005109,2026-07-06 13:38,SESS-002018,VIS-02019,text,French,domestic,West,cultural_info,L'Ovalie & La Fourchette,Littoral,positive,1.5,True,False
QRY-004944,2026-07-06 13:44,SESS-001953,VIS-01954,text,English,domestic,South West,emergency_sos,Mount Cameroon (Upper Farms),South West,negative,1.9,True,True
QRY-005948,2026-07-06 14:06,SESS-002384,VIS-02385,text,English,domestic,Far North,opening_hours,Pullman Douala Rabingha,Littoral,neutral,3.2,True,False
QRY-000603,2026-07-06 14:20,SESS-000252,VIS-00253,text,English,domestic,Adamawa,opening_hours,Chutes de la Lobe,South,neutral,3.1,True,False
QRY-003712,2026-07-06 14:22,SESS-001476,VIS-01477,text,French,foreign,Chad,directions,Musee National de Yaounde,Centre,positive,3.0,True,False
QRY-005172,2026-07-06 14:47,SESS-002051,VIS-02052,text,French,domestic,North West,emergency_sos,West Region Gastronomy Spots,West,negative,1.7,True,True
QRY-000595,2026-07-06 14:48,SESS-000250,VIS-00251,voice_note,English,domestic,South West,pricing,Monument de la Reunification,Centre,neutral,3.3,False,False
QRY-002821,2026-07-06 14:58,SESS-001111,VIS-01112,text,French,domestic,North,pricing,Rue des Artisans,West,positive,2.8,True,False
QRY-003682,2026-07-06 15:05,SESS-001460,VIS-01461,text,Pidgin,foreign,Nigeria,pricing,Monument de la Reunification,Centre,neutral,3.6,True,False
QRY-000211,2026-07-06 15:17,SESS-000099,VIS-00100,voice_note,French,foreign,Germany,general_chat,,Adamawa,neutral,3.7,True,False
QRY-002286,2026-07-06 15:42,SESS-000910,VIS-00911,voice_note,French,domestic,South West,opening_hours,Chefferie de Bandjoun,West,neutral,2.7,True,False
QRY-004524,2026-07-06 15:51,SESS-001785,VIS-01786,text,French,domestic,Centre,booking_interest,Krystal Palace Douala,Littoral,positive,2.6,True,False
QRY-001417,2026-07-06 16:01,SESS-000567,VIS-00568,text,Pidgin,domestic,North West,emergency_sos,Artisanal Village & Flower Market,Littoral,negative,1.0,False,True
QRY-000418,2026-07-06 16:13,SESS-000179,VIS-00180,text,French,foreign,Gabon,opening_hours,Monument de la Reunification,Centre,neutral,3.3,True,False
QRY-003934,2026-07-06 16:18,SESS-001562,VIS-01563,text,Pidgin,domestic,East,pricing,Rue des Artisans,West,negative,4.7,True,False
QRY-005039,2026-07-06 16:37,SESS-001990,VIS-01991,text,English,domestic,South,directions,Chutes de la Lobe,South,positive,2.6,True,False
QRY-001519,2026-07-06 17:15,SESS-000608,VIS-00609,text,English,domestic,West,transport_fare,Monument de la Reunification,Centre,neutral,2.4,True,False
QRY-003834,2026-07-06 17:15,SESS-001532,VIS-01533,text,French,foreign,Gabon,pricing,Down Beach Roasted Fish Sheds,South West,neutral,4.6,True,False
QRY-001786,2026-07-06 17:17,SESS-000712,VIS-00713,text,English,domestic,West,booking_interest,Pullman Douala Rabingha,Littoral,neutral,2.4,True,False
QRY-000546,2026-07-06 17:18,SESS-000228,VIS-00229,text,French,foreign,France,pricing,Palais Royal de Foumban & Museum,West,neutral,2.9,True,False
QRY-004751,2026-07-06 17:22,SESS-001877,VIS-01878,text,French,foreign,Equatorial Guinea,transport_fare,Artisanal Village & Flower Market,Littoral,neutral,3.2,True,False
QRY-006165,2026-07-06 17:26,SESS-002460,VIS-02461,text,French,domestic,North,cultural_info,Monument de la Reunification,Centre,neutral,3.6,True,False
QRY-004309,2026-07-06 17:47,SESS-001697,VIS-01698,voice_note,English,domestic,Littoral,general_chat,,North West,positive,2.6,True,False
QRY-004601,2026-07-06 17:52,SESS-001819,VIS-01820,voice_note,French,domestic,Far North,cultural_info,Grand Batanga & Luma Museum,South,neutral,2.6,True,False
QRY-001466,2026-07-06 18:00,SESS-000589,VIS-00590,text,English,domestic,South West,directions,Palais des Rois Bell (Pagode),Littoral,neutral,2.8,True,False
QRY-000133,2026-07-06 18:01,SESS-000060,VIS-00061,text,French,domestic,West,booking_interest,Les Gites de Kribi,South,neutral,3.9,True,False
QRY-005290,2026-07-06 18:11,SESS-002101,VIS-02102,text,Pidgin,foreign,France,pricing,Chutes de la Lobe,South,positive,4.2,True,False
QRY-002296,2026-07-06 18:47,SESS-000913,VIS-00914,text,French,domestic,Far North,directions,Chutes de la Lobe,South,positive,1.2,True,False
QRY-004709,2026-07-06 18:54,SESS-001864,VIS-01865,text,Pidgin,domestic,North West,opening_hours,Musee Maritime de Douala,Littoral,negative,2.3,False,False
QRY-004424,2026-07-06 19:16,SESS-001740,VIS-01741,text,French,domestic,East,pricing,Palais des Rois Bell (Pagode),Littoral,neutral,2.1,True,False
QRY-000464,2026-07-06 19:27,SESS-000198,VIS-00199,text,French,domestic,Centre,general_chat,,East,positive,3.5,True,False
QRY-001789,2026-07-06 19:36,SESS-000713,VIS-00714,voice_note,French,domestic,Littoral,directions,Douala-Edea Wildlife Reserve,Littoral,positive,3.4,True,False
QRY-004198,2026-07-06 20:06,SESS-001660,VIS-01661,voice_note,French,domestic,Centre,general_chat,,North,neutral,3.8,True,False
QRY-000864,2026-07-06 20:16,SESS-000340,VIS-00341,voice_note,French,domestic,East,opening_hours,Star Land Hotel Bastos,Centre,positive,4.9,True,False
QRY-004914,2026-07-06 20:23,SESS-001945,VIS-01946,text,French,domestic,South West,pricing,Bimbia Slave Trade Port,South West,positive,4.4,True,False
QRY-004540,2026-07-06 20:31,SESS-001791,VIS-01792,text,English,domestic,Far North,pricing,Hotel Zingana,West,negative,4.8,False,False
QRY-002153,2026-07-06 20:41,SESS-000859,VIS-00860,voice_note,French,foreign,Canada,directions,Mvog-Betsi Zoo & Botanical Garden,Centre,neutral,3.0,True,False
QRY-005952,2026-07-06 20:56,SESS-002385,VIS-02386,text,English,domestic,Littoral,opening_hours,Rue des Artisans,West,neutral,2.6,True,False
QRY-003043,2026-07-06 21:18,SESS-001202,VIS-01203,text,English,foreign,Belgium,transport_fare,Down Beach Roasted Fish Sheds,South West,negative,2.9,True,False
QRY-001444,2026-07-06 21:19,SESS-000577,VIS-00578,text,French,domestic,Far North,booking_interest,Grand Batanga & Luma Museum,South,neutral,3.0,True,False
QRY-003988,2026-07-06 21:35,SESS-001579,VIS-01580,voice_note,French,foreign,Nigeria,transport_fare,FINI Hotel Bobende,South West,positive,4.7,True,False
QRY-004887,2026-07-06 21:37,SESS-001934,VIS-01935,text,Pidgin,foreign,Germany,transport_fare,Mvog-Betsi Zoo & Botanical Garden,Centre,negative,2.3,True,False
